latitude1,longitude1,latitude2,longitude2,pickup_possibility,fare_per_pickup
39.869919,116.359871,39.869815,116.358608,0.081632653,37.68780596
39.869919,116.359871,39.8703205,116.364216,0.130434783,32.70168558
39.869919,116.359871,39.870547,116.359837,0.2,44.86509791
39.869815,116.358608,39.869616,116.35416,0.113207547,33.82009346
39.869815,116.358608,39.870148,116.358612,0.031746032,36.0611482
39.869616,116.35416,39.873304,116.353977,0,0
39.869616,116.35416,39.86881,116.354233,0.142857143,35.5005563
39.869616,116.35416,39.869532,116.352737,0.2,8
39.911102,116.318966,39.91098967,116.3202567,0.166666667,8
39.911102,116.318966,39.910617,116.318966,0.111111111,8
39.910998,116.320974,39.911003,116.32172,0.027777778,31.71773476
39.910998,116.320974,39.91098967,116.3202567,0.1,8
39.910998,116.320974,39.909969,116.320848,0.125,8
39.911003,116.32172,39.90747725,116.3212585,0.09375,14.97318647
39.911003,116.32172,39.911001,116.325356,0.071428571,51.03894081
39.910942,116.328764,39.908986,116.328903,0.043478261,28.0482866
39.910942,116.328764,39.9108935,116.330532,0.038461538,37.61448598
39.910942,116.328764,39.912843,116.32856,0.069767442,58.12389853
39.910942,116.328764,39.9110555,116.328127,0.068965517,36.72441033
39.908986,116.328903,39.9073965,116.3289375,0.041666667,25.41705608
39.908986,116.328903,39.90906,116.330524,0.090909091,41.10463952
39.901598,116.32126,39.900319,116.322174,0.037037037,8
39.901598,116.32126,39.900392,116.321211,0,0
39.901598,116.32126,39.902163,116.320065,0,0
39.901598,116.32126,39.902334,116.321289,0.153846154,76.9858144
39.901598,116.32126,39.904465,116.321137,0,0
39.900392,116.321211,39.90030833,116.319322,0,0
39.900392,116.321211,39.898776,116.321249,0.090909091,53.2290554
39.900392,116.321211,39.900319,116.322174,0.069767442,57.0591205
39.906606,116.321308,39.905652,116.321304,0,0
39.906606,116.321308,39.90747725,116.3212585,0.037037037,42.62327548
39.90747725,116.3212585,39.90755233,116.3241257,0.104166667,43.21958908
39.90747725,116.3212585,39.90758767,116.3167653,0.041666667,49.37636849
39.90747725,116.3212585,39.908282,116.32098,0.090909091,8
39.90747725,116.3212585,39.90510467,116.3212867,0.5,8
39.910005,116.3352595,39.908756,116.3354395,0,0
39.910005,116.3352595,39.9097965,116.3354625,0.5,8
39.910005,116.3352595,39.912795,116.3345245,0.055555556,8
39.910005,116.3352595,39.911113,116.334656,0,0
39.912795,116.3345245,39.90750817,116.3427887,0,0
39.912795,116.3345245,39.911113,116.334656,0.08,41.39942145
39.912795,116.3345245,39.91404633,116.334483,0.030769231,22.20716511
39.914007,116.34074,39.914012,116.339905,0.075,37.0825267
39.914007,116.34074,39.914002,116.341476,0.142857143,37.54147196
39.914007,116.34074,39.916168,116.3409135,0,0
39.914012,116.339905,39.914022,116.339233,0.093023256,40.69286827
39.914012,116.339905,39.911794,116.339878,0.037735849,44.77276368
39.914022,116.339233,39.9140855,116.3386975,0.047619048,8
39.914022,116.339233,39.9152795,116.3392565,0.1875,13.58455719
39.9140855,116.3386975,39.911822,116.338661,0.2,27.4197263
39.9140855,116.3386975,39.914012,116.338306,0.0625,41.10463952
39.914002,116.341476,39.913996,116.342114,0.071428571,8
39.914002,116.341476,39.911781,116.341621,0.222222222,21.48397864
39.913996,116.342114,39.913999,116.342888,0.133333333,8.060580775
39.913996,116.342114,39.915136,116.342144,0.333333333,16.40504006
39.913999,116.342888,39.911781,116.34285,0,0
39.913999,116.342888,39.913989,116.343311,0.105263158,32.38740543
39.913943,116.349312,39.913895,116.353111,0.041825095,52.17431372
39.913943,116.349312,39.9138885,116.3474313,0.03125,49.34169369
39.913943,116.349312,39.913211,116.349285,0.107784431,38.77549553
39.913943,116.349312,39.914945,116.349346,0.206896552,40.25126094
39.913895,116.353111,39.913864,116.355084,0.072,49.18321865
39.913895,116.353111,39.912191,116.352715,0.056603774,47.78006787
39.913895,116.353111,39.914739,116.353249,0.095238095,39.73271028
39.913864,116.355084,39.9137815,116.3564225,0.050847458,52.84796395
39.912191,116.352715,39.911158,116.352661,0.077669903,37.98923565
39.911158,116.352661,39.911179,116.351379,0.159090909,23.70214452
39.911158,116.352661,39.910337,116.352657,0.138888889,52.62544505
39.906326,116.352604,39.905284,116.352593,0.666666667,40.7340454
39.906326,116.352604,39.907211,116.352623,0.3,32.29693758
39.905284,116.352593,39.904043,116.352638,0.272727273,30.7741433
39.905284,116.352593,39.90513433,116.3522247,0.333333333,9.646028035
39.904043,116.352638,39.904081,116.354466,0.2,58.85597463
39.904043,116.352638,39.90312033,116.3526563,0.125,19.49248999
39.90312033,116.3526563,39.903109,116.356335,0.222222222,10.1466956
39.90312033,116.3526563,39.903107,116.351505,0.111111111,45.94987761
39.90312033,116.3526563,39.90238,116.3524997,0,0
39.900253,116.352791,39.89975667,116.3527147,0,0
39.897087,116.352959,39.897054,116.35434,0.04,60.21345125
39.897087,116.352959,39.897808,116.3530715,0.111111111,13.36203827
39.897087,116.352959,39.896116,116.352989,0.086956522,38.44893191
39.897808,116.3530715,39.8984555,116.353012,0.5,27.75350468
39.897808,116.3530715,39.898181,116.355572,0.25,9.22563418
39.897808,116.3530715,39.897753,116.352501,0.125,8
39.896116,116.352989,39.894254,116.353039,0.052631579,8
39.896116,116.352989,39.896128,116.3543435,0.090909091,8
39.894254,116.353039,39.894785,116.3540223,0,0
39.894254,116.353039,39.893087,116.353077,0.055555556,8
39.885134,116.353455,39.884183,116.353493,0.222222222,9.39569426
39.885134,116.353455,39.885821,116.353428,0.111111111,9.812917225
39.885134,116.353455,39.883385,116.351955,0,0
39.885821,116.353428,39.8857905,116.352699,0.25,8
39.885821,116.353428,39.886172,116.356667,0.08,24.71050289
39.885821,116.353428,39.886564,116.353382,0.052631579,25.50050067
39.880511,116.35368,39.881023,116.3536403,0.1,8
39.880511,116.35368,39.878883,116.35376,0.25,17.86804628
39.880511,116.35368,39.880473,116.354412,0.090909091,8
39.880511,116.35368,39.880651,116.352444,0,0
39.881023,116.3536403,39.881564,116.353626,0.166666667,8
39.881023,116.3536403,39.881098,116.35321,0.333333333,8
39.881023,116.3536403,39.8808785,116.3555415,0.1,8
39.878883,116.35376,39.878863,116.352222,0,0
39.878883,116.35376,39.878853,116.354366,0.142857143,8
39.878883,116.35376,39.8777085,116.3537635,0.142857143,8
39.875671,116.353855,39.876442,116.353798,0.3,26.34039831
39.875671,116.353855,39.875519,116.350544,0.071428571,25.48037383
39.875671,116.353855,39.874692,116.353905,0.5,8
39.876442,116.353798,39.876623,116.35722,0.055555556,8
39.876442,116.353798,39.876958,116.353764,0,0
39.873304,116.353977,39.873662,116.353958,0,0
39.873304,116.353977,39.873225,116.352596,0,0
39.873662,116.353958,39.874692,116.353905,0,0
39.873662,116.353958,39.87306,116.36087,0.105263158,41.3506759
39.86881,116.354233,39.867888,116.354372,0.166666667,32.38740543
39.86881,116.354233,39.869131,116.359436,0.04,58.3501706
39.907211,116.352623,39.90848175,116.3526822,0.058823529,41.10463952
39.907211,116.352623,39.9072035,116.3555645,0.285714286,29.38340009
39.907211,116.352623,39.90712233,116.349027,0.137254902,38.69175568
39.907211,116.352623,39.90712,116.353943,0.333333333,25.82309746
39.90848175,116.3526822,39.908241,116.353458,0.25,8
39.90848175,116.3526822,39.90902,116.352638,0.125,17.63274843
39.9137815,116.3564225,39.913816,116.3569527,0.25,8
39.9137815,116.3564225,39.914937,116.356377,0.333333333,8
39.877037,116.326786,39.876167,116.324989,0.166666667,20.87296395
39.877037,116.326786,39.8775185,116.3269202,0.333333333,8
39.877037,116.326786,39.877063,116.328186,0.111111111,8
39.877037,116.326786,39.87632867,116.3267873,0.04,8
39.876167,116.324989,39.875163,116.3210393,0.035714286,57.86582111
39.876167,116.324989,39.87478625,116.3259785,0.066666667,60.63067425
39.91661433,116.370438,39.916718,116.370834,0,0
39.91661433,116.370438,39.91663433,116.3688903,0,0
39.91661433,116.370438,39.916219,116.370277,0.25,8
39.91661433,116.370438,39.915232,116.372612,1,12.65003338
39.916219,116.370277,39.915293,116.37019,0.5,8
39.9166045,116.332304,39.918429,116.333309,0.058823529,29.08861816
39.9166045,116.332304,39.915703,116.332901,0.071428571,17.81030263
39.9166045,116.332304,39.916667,116.331139,0.046875,34.42563418
39.91663433,116.3688903,39.917514,116.368877,0.153846154,20.70304851
39.91663433,116.3688903,39.915377,116.368942,0.142857143,8
39.91663433,116.3688903,39.916463,116.367756,0.071428571,8
39.915377,116.368942,39.91411267,116.3689653,0.063829787,38.53110814
39.915377,116.368942,39.915293,116.37019,0.3,20.0376057
39.915377,116.368942,39.915443,116.36776,0.066666667,47.92873832
39.915293,116.37019,39.915232,116.372612,0,0
39.915232,116.372612,39.915263,116.373779,0.333333333,8
39.915263,116.373779,39.915201,116.3749833,0.2,8
39.915263,116.373779,39.9166045,116.3737355,0,0
39.915263,116.373779,39.914666,116.3738823,0,0
39.915201,116.3749833,39.9167115,116.3758395,0.5,31.1635514
39.915201,116.3749833,39.914675,116.375408,0,0
39.91493,116.309685,39.913971,116.309441,0,0
39.91493,116.309685,39.914246,116.310673,0,0
39.91493,116.309685,39.916667,116.306717,0,0
39.913971,116.309441,39.913577,116.308716,0,0
39.913971,116.309441,39.913587,116.309376,0,0
39.91411267,116.3689653,39.914666,116.3738823,0.166666667,33.86990988
39.91411267,116.3689653,39.91416233,116.367755,0.108108108,27.68662383
39.916168,116.3409135,39.915136,116.342144,0.125,8
39.916168,116.3409135,39.91668367,116.3410357,0.071428571,8
39.915136,116.342144,39.915118,116.343342,0.285714286,9.39569426
39.911781,116.341621,39.911781,116.34285,0.068181818,33.65570761
39.911781,116.341621,39.908343,116.341728,0.055555556,8
39.911781,116.341621,39.911794,116.339878,0.064516129,34.39225634
39.91316,116.366562,39.91416233,116.367755,0.25,8
39.91316,116.366562,39.9120105,116.3669205,0.1,32.19183912
39.91316,116.366562,39.9141536,116.3657244,0.08,29.88406765
39.91416233,116.367755,39.914927,116.367764,0.263157895,36.38050735
39.91416233,116.367755,39.9141536,116.3657244,0.117647059,8
39.9122532,116.3489096,39.913185,116.348656,0.25,8
39.9122532,116.3489096,39.91183,116.348969,0.153846154,38.86361816
39.9122532,116.3489096,39.912214,116.351406,0.12,27.43549733
39.9122532,116.3489096,39.911281,116.3490278,0.166666667,48.28526925
39.9122532,116.3489096,39.913211,116.349285,0.08,52.69914052
39.912214,116.351406,39.911179,116.351379,0.11965812,38.06266689
39.912107,116.361015,39.9121055,116.3626825,0.094736842,26.62409138
39.912107,116.361015,39.91389975,116.361026,0.076923077,26.91905875
39.912107,116.361015,39.912109,116.359715,0.5,8
39.912107,116.361015,39.9116555,116.360905,0.105263158,16.90570761
39.912109,116.359715,39.9120865,116.358749,0.090909091,8
39.912109,116.359715,39.91288,116.359806,0,0
39.912109,116.359715,39.9116985,116.3596935,0.2,14.31892524
39.911781,116.34285,39.911703,116.343304,0.133333333,35.74582777
39.911807,116.339493,39.911822,116.338661,0.1875,38.764753
39.911807,116.339493,39.911794,116.339878,0.058823529,8.144025365
39.911807,116.339493,39.911219,116.339489,0.090909091,11.89903205
39.911822,116.338661,39.911733,116.338265,0.12,43.26990154
39.914032,116.335484,39.911804,116.335449,1,14.15203605
39.914032,116.335484,39.9140115,116.3365725,0.166666667,27.38291055
39.914032,116.335484,39.91404633,116.334483,0.130434783,28.61131509
39.911804,116.335449,39.911753,116.3367,0.057142857,29.28045728
39.911753,116.3367,39.9140115,116.3365725,0.833333333,34.35887851
39.911753,116.3367,39.911733,116.338265,0.069444444,46.86885848
39.911733,116.338265,39.911235,116.338249,0.043478261,44.1697263
39.914403,116.371288,39.911588,116.3712635,0.066666667,8
39.914403,116.371288,39.914523,116.372265,0.166666667,8
39.911588,116.3712635,39.9120105,116.3669205,0.067961165,36.13788385
39.911588,116.3712635,39.910581,116.371193,0.1,28.77147307
39.911588,116.3712635,39.911597,116.372208,0.142857143,8
39.9120105,116.3669205,39.911369,116.36697,0.088888889,34.05847797
39.9120105,116.3669205,39.912107,116.365498,0.1,14.25211393
39.911369,116.36697,39.9106945,116.36697,0.078431373,36.93680463
39.912107,116.365498,39.912117,116.363621,0.076923077,26.3349466
39.911281,116.3490278,39.911338,116.347746,0.142857143,58.18841789
39.911281,116.3490278,39.909444,116.3491495,0.192982456,37.16296238
39.911281,116.3490278,39.91183,116.348969,0.058823529,41.58487074
39.911281,116.3490278,39.911461,116.348141,0.043478261,8
39.911179,116.351379,39.911184,116.350555,0.238095238,32.9865535
39.911184,116.350555,39.909442,116.350533,0.076923077,40.28975671
39.911184,116.350555,39.911194,116.350151,0.0625,29.75146862
39.911616,116.312496,39.910904,116.312496,0.034482759,10.73080775
39.911616,116.312496,39.911283,116.313858,0.125,8
39.911616,116.312496,39.911985,116.311302,0,0
39.9106945,116.36697,39.910052,116.366966,0.157894737,25.10664219
39.9106945,116.36697,39.9106915,116.368036,0.1,8
39.9106945,116.36697,39.910624,116.366432,0.147058824,29.3188251
39.910566,116.330536,39.9108935,116.330532,0.047619048,8
39.910566,116.330536,39.91078125,116.3318103,0,0
39.910566,116.330536,39.909627,116.330544,0.033333333,76.9858144
39.91078125,116.3318103,39.912354,116.330521,0.088235294,36.29479306
39.91078125,116.3318103,39.9108935,116.330532,0.5,8
39.91078125,116.3318103,39.9109155,116.3337805,0.285714286,36.67890521
39.91078125,116.3318103,39.910009,116.331783,0,0
39.91078125,116.3318103,39.910014,116.332256,0,0
39.910581,116.371193,39.910698,116.368904,0.074074074,13.98514686
39.910581,116.371193,39.910075,116.371216,0.058823529,22.8302737
39.910698,116.368904,39.9106915,116.368036,0.074074074,31.08785047
39.910698,116.368904,39.909129,116.36887,0.03030303,8.8950267
39.909836,116.318966,39.908307,116.319981,0.047619048,8
39.909836,116.318966,39.910617,116.318966,0,0
39.909627,116.330544,39.90906,116.330524,0.1875,18.42222964
39.909627,116.330544,39.909638,116.33178,0.25,8
39.911338,116.347746,39.909472,116.347698,0.2,20.14327437
39.911338,116.347746,39.91227,116.347767,0.090909091,25.37103638
39.911338,116.347746,39.911461,116.348141,0.05,38.12558411
39.909472,116.347698,39.909477,116.347183,0.095238095,10.89769693
39.909472,116.347698,39.908587,116.347656,0.043478261,60.63067425
39.909444,116.3491495,39.9078,116.3491955,0.214285714,42.46032488
39.909439,116.35265,39.910337,116.352657,0.045454545,42.79848131
39.909439,116.35265,39.90902,116.352638,0.085714286,26.88006231
39.909472,116.366116,39.909129,116.366104,0.148148148,29.18277704
39.909472,116.366116,39.909526,116.366467,0.032258065,8
39.909472,116.366116,39.909462,116.364998,0.117647059,25.25016689
39.909129,116.366104,39.907481,116.366123,0.064516129,24.47903872
39.909129,116.366104,39.909114,116.367996,0.094339623,39.05179128
39.909129,116.36887,39.908793,116.370129,0.138888889,35.38438752
39.909129,116.36887,39.909114,116.367996,0.057692308,40.30524032
39.908307,116.319981,39.908282,116.32098,0.0625,8
39.908282,116.32098,39.909969,116.320848,0.071428571,8
39.908343,116.341728,39.908323,116.343292,1,16.65537383
39.908343,116.341728,39.907974,116.341724,0.5,8
39.908323,116.343292,39.908302,116.34404,0.25,8
39.908323,116.343292,39.911703,116.343304,0.333333333,8
39.907982,116.340244,39.908798,116.340218,0.076923077,8
39.907982,116.340244,39.908,116.339439,0,0
39.907982,116.340244,39.907974,116.341724,0.19047619,18.59123275
39.907982,116.340244,39.907443,116.3402317,0,0
39.908,116.339439,39.908005,116.339085,0.166666667,8
39.907974,116.341724,39.907504,116.341705,0,0
39.907504,116.341705,39.90750817,116.3427887,0.2,36.67890521
39.9063085,116.3683395,39.906858,116.368366,0.181818182,44.10520694
39.9063085,116.3683395,39.905477,116.368401,0.5,8
39.9063085,116.3683395,39.90627,116.369606,0.044444444,22.87472185
39.9057596,116.335527,39.903127,116.337826,0.105263158,45.40743213
